transaction_id,timestamp,hour,day_of_week,is_weekend,amount,atm_location,card_type,pin_failures,transaction_success,velocity_1h,velocity_24h,distance_from_home_km,balance_after,account_age_days,is_fraud
1731,2024-09-06 05:53:17,5,4,0,349.4,Hotel Lobby,Amex,0,1,3,2,7.35,22879.02,2087,0
1759,2024-03-03 11:51:44,11,6,1,350.65,University Campus,Amex,0,1,2,2,19.47,46704.62,3285,0
6651,2024-01-04 06:37:40,6,3,0,453.29,Train Station,RuPay,0,1,3,3,6.2,7592.39,66,0
6647,2024-05-22 18:05:14,18,2,0,148.61,Remote Village,RuPay,0,1,3,8,16.46,40455.89,784,0
9861,2024-02-08 21:02:55,21,3,0,167.23,Airport Terminal,Amex,1,1,9,26,252.68,295.98,81,1
4140,2024-10-18 15:53:40,15,4,0,455.68,Train Station,Visa,1,1,3,5,0.05,7426.48,167,0
9394,2024-11-20 03:26:54,3,2,0,199.75,Gas Station,MasterCard,0,1,2,4,8.89,9772.57,2679,0
5124,2024-09-18 22:47:58,22,2,0,147.79,Shopping Mall,Visa,0,0,3,7,45.44,39201.55,1073,0
1,2024-09-05 07:53:23,7,3,0,73.44,University Campus,RuPay,0,1,3,2,33.83,44619.76,386,0
1865,2024-01-15 14:47:02,14,0,0,302.65,Gas Station,Amex,0,1,3,3,48.14,22124.83,480,0
544,2024-07-04 21:21:38,21,3,0,241.4,Hotel Lobby,Amex,0,1,1,2,20.28,35742.23,468,0
350,2024-02-09 21:18:36,21,4,0,204.1,Shopping Mall,Amex,0,1,1,5,47.42,22850.72,2161,0
6907,2024-06-17 18:14:49,18,0,0,329.89,Hospital,MasterCard,0,1,2,5,37.81,7083.89,3632,0
9766,2024-10-23 18:19:47,18,2,0,168.76,Airport Terminal,Visa,2,1,11,13,3884.38,353.85,335,1
2524,2024-12-24 10:29:27,10,1,0,316.86,Airport Terminal,MasterCard,0,1,2,1,15.54,1721.06,1381,0
3465,2024-08-19 00:58:47,0,0,0,416.9,University Campus,MasterCard,0,1,2,5,1.74,19057.19,1991,0
458,2024-10-20 09:30:57,9,6,1,248.99,Hospital,RuPay,0,1,3,4,39.84,27455.79,802,0
3024,2024-02-13 12:03:03,12,1,0,134.81,Shopping Mall,RuPay,0,1,1,5,47.63,13248.48,1536,0
7262,2024-07-07 16:07:34,16,6,1,145.88,University Campus,Amex,1,0,2,5,31.93,36879.14,3299,0
9516,2024-09-02 03:33:03,3,0,0,3813.17,Airport Terminal,Visa,4,1,8,30,2588.78,1836.34,168,1
7873,2024-08-19 09:39:55,9,0,0,142.95,Gas Station,Visa,0,1,2,8,29.59,34993.05,2034,0
6626,2024-04-28 15:25:16,15,6,1,70.87,Train Station,RuPay,0,1,3,3,14.35,1227.63,2228,0
2535,2024-07-08 06:11:16,6,0,0,20.47,Hotel Lobby,Amex,0,1,3,2,18.66,9905.19,1071,0
132,2024-04-30 13:12:39,13,1,0,241.64,Hotel Lobby,Visa,0,1,1,2,30.75,25402.68,1925,0
3705,2024-02-29 08:54:37,8,3,0,450.52,Remote Village,Visa,0,1,2,5,42.36,797.89,342,0
1373,2024-10-15 02:30:37,2,1,0,440.69,Hospital,RuPay,0,1,2,1,44.93,15172.3,1106,0
6201,2024-09-22 18:01:23,18,6,1,253.68,Hospital,MasterCard,0,1,1,6,11.72,12940.57,3156,0
4857,2024-09-12 09:49:49,9,3,0,267.57,Train Station,Visa,0,1,1,5,12.72,25186.06,3466,0
4713,2024-08-02 08:37:50,8,4,0,232.68,Train Station,MasterCard,0,0,2,2,24.5,18780.9,2014,0
5545,2024-06-27 06:03:21,6,3,0,120.14,Shopping Mall,MasterCard,0,1,3,2,24.98,13783.7,91,0
1414,2024-03-14 18:36:42,18,3,0,349.81,Suburban Branch,Amex,0,1,1,8,29.09,8753.44,2997,0
4114,2024-12-05 21:51:43,21,3,0,455.3,Downtown Branch,Amex,0,1,1,6,8.59,33632.03,1575,0
656,2024-09-25 07:19:07,7,2,0,344.05,Suburban Branch,MasterCard,0,1,3,6,8.33,15046.09,1815,0
8138,2024-12-11 09:20:07,9,2,0,374.43,Hotel Lobby,Visa,0,1,3,8,23.41,45963.38,1589,0
4099,2024-06-23 00:20:50,0,6,1,128.54,Remote Village,Visa,0,1,3,3,33.72,8990.55,864,0
593,2024-07-07 09:05:59,9,6,1,267.15,University Campus,MasterCard,0,1,3,6,20.95,37379.63,1364,0
8709,2024-11-23 04:33:29,4,5,1,177.41,Hospital,MasterCard,0,1,1,3,25.98,23051.18,1430,0
3124,2024-05-29 15:47:10,15,2,0,94.16,Suburban Branch,RuPay,0,1,2,2,3.41,45915.14,772,0
3048,2024-07-26 19:18:02,19,4,0,196.47,Downtown Branch,Amex,0,1,2,8,1.07,39520.67,823,0
3888,2024-03-27 13:22:34,13,2,0,448.79,Suburban Branch,Visa,0,1,3,2,33.97,27520.84,1524,0
5736,2024-03-31 05:46:22,5,6,1,123.97,University Campus,Amex,0,1,1,8,2.94,43135.87,1347,0
2185,2024-12-19 22:35:37,22,3,0,430.55,Shopping Mall,MasterCard,0,1,1,5,9.3,26269.3,785,0
2146,2024-06-11 08:14:37,8,1,0,288.52,Train Station,Visa,0,1,3,7,36.7,13384.4,2704,0
7048,2024-09-18 03:00:56,3,2,0,278.52,Downtown Branch,Amex,1,1,3,6,35.5,20492.28,3065,0
3106,2024-10-14 10:41:55,10,0,0,235.69,Suburban Branch,Amex,0,1,3,4,48.83,13744.6,3369,0
9234,2024-04-10 14:59:47,14,2,0,225.7,Downtown Branch,RuPay,0,1,3,6,16.31,17868.05,2718,0
9097,2024-05-19 01:50:08,1,6,1,362.91,Airport Terminal,MasterCard,0,1,1,7,23.84,47494.19,2854,0
2770,2024-08-21 12:25:48,12,2,0,58.27,University Campus,RuPay,1,1,1,5,32.66,47628.24,3272,0
5222,2024-01-09 10:39:12,10,1,0,98.61,Suburban Branch,RuPay,0,1,3,4,28.22,1192.06,824,0
5834,2024-08-27 12:18:33,12,1,0,357.5,University Campus,MasterCard,0,1,2,7,18.99,36116.63,3233,0
1733,2024-04-28 20:49:34,20,6,1,496.74,Remote Village,Amex,0,1,2,2,13.71,22525.77,593,0
266,2024-08-07 20:49:36,20,2,0,429.16,Downtown Branch,RuPay,0,1,3,8,0.81,46478.7,677,0
5145,2024-09-19 10:33:12,10,3,0,186.2,Remote Village,Visa,0,1,1,7,46.72,8439.87,655,0
8268,2024-10-07 04:45:59,4,0,0,273.31,Downtown Branch,Amex,0,1,1,7,31.78,45731.88,1686,0
3938,2024-05-06 19:30:42,19,0,0,376.4,Gas Station,Visa,0,1,1,6,44.18,22070.99,1207,0
762,2024-09-21 08:24:02,8,5,1,288.86,Hospital,RuPay,0,1,3,1,42.69,16217.66,3488,0
7221,2024-12-02 18:30:22,18,0,0,420.64,Downtown Branch,RuPay,2,1,3,5,5.01,25649.68,1742,0
8440,2024-10-18 19:55:42,19,4,0,302.49,University Campus,Amex,0,1,3,8,20.96,421.33,261,0
3258,2024-06-05 15:43:51,15,2,0,169.26,Remote Village,RuPay,0,1,1,7,39.61,29208.47,75,0
4339,2024-11-22 16:21:22,16,4,0,262.98,Hospital,Amex,2,1,1,8,25.91,11674.06,352,0
4363,2024-11-16 14:41:49,14,5,1,106.48,Hospital,Visa,0,1,3,7,40.31,32361.32,2063,0
317,2024-09-13 13:13:07,13,4,0,155.13,Downtown Branch,Visa,0,1,3,8,7.68,18105.36,1781,0
8070,2024-04-30 06:52:42,6,1,0,171.29,Remote Village,Visa,0,1,2,7,29.41,7696.76,1160,0
1852,2024-05-29 22:51:53,22,2,0,50.36,Train Station,Visa,0,1,2,5,28.43,39984.18,2594,0
2485,2024-08-22 19:50:32,19,3,0,234.98,Shopping Mall,MasterCard,0,1,3,2,37.35,7082.55,1759,0
9874,2024-04-22 02:26:04,2,0,0,4927.06,Remote Village,Amex,5,1,13,15,4331.47,1064.99,171,1
9575,2024-06-23 01:02:16,1,6,1,288.92,Shopping Mall,MasterCard,1,1,9,24,1994.33,1241.11,166,1
1079,2024-05-17 14:56:49,14,4,0,81.18,University Campus,Visa,0,1,1,6,44.87,44927.86,2452,0
8359,2024-08-12 00:26:34,0,0,0,353.06,Downtown Branch,Amex,0,1,3,8,23.91,26419.95,836,0
7334,2024-07-13 23:35:07,23,5,1,82.33,Downtown Branch,RuPay,0,1,3,3,17.43,9828.33,3105,0
1072,2024-09-12 04:14:12,4,3,0,368.6,Airport Terminal,Visa,0,1,1,7,26.95,6149.99,3628,0
104,2024-08-16 02:24:31,2,4,0,376.29,Hospital,Amex,0,1,2,7,46.95,14059.03,2857,0
5749,2024-12-27 02:22:36,2,4,0,216.56,Airport Terminal,MasterCard,0,1,1,2,20.62,22019.75,793,0
1419,2024-01-16 22:28:13,22,1,0,426.64,Suburban Branch,Visa,0,1,1,2,46.29,34367.54,869,0
1659,2024-05-30 10:32:18,10,3,0,167.33,University Campus,MasterCard,1,1,2,2,44.41,38948.2,135,0
5285,2024-05-23 21:39:24,21,3,0,259.17,Hotel Lobby,MasterCard,0,1,3,4,5.48,46455.86,944,0
1150,2024-10-01 06:29:08,6,1,0,136.52,Hospital,RuPay,1,1,1,7,38.66,44911.26,3387,0
7151,2024-09-16 05:41:48,5,0,0,151.84,University Campus,Amex,0,1,2,5,1.75,22415.07,2888,0
1569,2024-08-12 23:16:37,23,0,0,204.37,University Campus,MasterCard,1,1,3,2,14.72,38637.75,1298,0
1088,2024-06-21 14:09:19,14,4,0,446.66,Airport Terminal,MasterCard,0,1,2,2,48.42,40201.69,3078,0
6086,2024-03-20 20:39:53,20,2,0,135.08,Shopping Mall,MasterCard,0,1,3,3,13.41,37328.86,565,0
8675,2024-09-21 18:34:38,18,5,1,98.52,Gas Station,Visa,1,1,1,6,35.14,28512.32,1336,0
8342,2024-12-06 13:26:27,13,4,0,185.08,Airport Terminal,Amex,1,1,2,8,19.82,29667.12,2716,0
7812,2024-12-10 21:06:12,21,1,0,107.48,University Campus,MasterCard,2,1,2,5,34.61,37961.2,1381,0
6085,2024-04-24 03:06:35,3,2,0,45.8,Train Station,Visa,0,1,2,8,45.72,19291.5,2253,0
8774,2024-11-01 19:44:01,19,4,0,213.13,University Campus,RuPay,1,1,3,8,46.94,18258.76,1972,0
8758,2024-12-24 04:33:13,4,1,0,134.69,Downtown Branch,Amex,0,1,3,2,30.39,13280.64,688,0
1693,2024-10-06 18:11:40,18,6,1,147.12,Downtown Branch,Amex,0,1,3,5,7.58,22252.93,656,0
4735,2024-08-23 18:33:42,18,4,0,69.72,Hospital,MasterCard,0,1,2,8,23.47,13651.7,1149,0
3388,2024-11-15 21:40:45,21,4,0,474.66,Gas Station,RuPay,0,1,2,8,4.11,40279.7,511,0
3647,2024-12-01 07:51:19,7,6,1,209.64,University Campus,Visa,0,1,3,7,17.16,17062.83,3212,0
1684,2024-01-09 16:54:20,16,1,0,370.86,Remote Village,RuPay,0,0,3,1,40.77,42584.89,2268,0
9,2024-03-23 13:49:22,13,5,1,334.61,Train Station,RuPay,0,1,1,4,37.25,26994.97,3089,0
6063,2024-04-15 18:49:18,18,0,0,453.39,University Campus,MasterCard,0,1,2,1,6.29,34953.15,1251,0
6517,2024-04-24 12:47:03,12,2,0,409.47,Shopping Mall,Amex,0,1,1,4,24.52,19380.14,1042,0
4124,2024-11-22 12:11:06,12,4,0,249.45,Shopping Mall,Visa,0,1,3,5,48.27,12676.36,834,0
8730,2024-11-10 08:16:08,8,6,1,405.38,University Campus,Visa,0,1,3,2,29.59,30470.96,2112,0
6046,2024-12-18 09:59:19,9,2,0,395.04,University Campus,Amex,0,1,3,8,1.85,45730.83,1294,0
568,2024-09-11 02:55:17,2,2,0,300.4,University Campus,Amex,0,1,3,4,26.0,33918.14,766,0
9162,2024-06-08 06:23:51,6,5,1,302.08,Airport Terminal,Amex,0,1,2,7,11.77,25685.81,277,0
1804,2024-09-29 06:43:58,6,6,1,24.9,Downtown Branch,MasterCard,0,1,3,4,48.93,13922.21,2956,0
8502,2024-07-31 22:37:33,22,2,0,201.87,Airport Terminal,RuPay,0,1,3,8,4.9,22232.33,1719,0
4901,2024-12-14 20:13:48,20,5,1,439.68,Shopping Mall,Amex,0,1,2,5,39.33,29793.81,1324,0
1600,2024-04-01 08:24:06,8,0,0,226.38,Gas Station,Amex,0,1,1,3,6.34,45937.44,3515,0
7932,2024-10-29 14:55:20,14,1,0,339.63,Downtown Branch,RuPay,0,1,1,7,21.88,18109.52,1568,0
9548,2024-09-13 02:54:47,2,4,0,1572.96,Remote Village,Amex,5,1,8,26,4137.58,741.77,312,1
2824,2024-10-02 14:18:16,14,2,0,280.29,Shopping Mall,RuPay,0,1,1,8,26.36,14766.25,1158,0
5468,2024-04-30 16:02:22,16,1,0,54.02,Hospital,MasterCard,0,1,2,8,27.38,15793.91,2643,0
3530,2024-08-30 01:03:37,1,4,0,133.96,Suburban Branch,Visa,2,1,3,4,14.15,35698.48,2657,0
8684,2024-01-13 15:45:39,15,5,1,210.11,Gas Station,MasterCard,0,1,3,6,1.03,39480.85,317,0
1156,2024-06-13 01:35:06,1,3,0,390.25,Gas Station,Amex,0,1,1,8,25.1,39072.08,2946,0
6548,2024-12-15 08:07:06,8,6,1,392.25,Gas Station,Visa,0,1,2,4,45.41,34319.58,189,0
9089,2024-08-16 22:03:41,22,4,0,38.97,Shopping Mall,Amex,1,1,1,2,12.95,36714.92,1738,0
7621,2024-04-27 09:58:24,9,5,1,88.41,Downtown Branch,Visa,0,1,1,7,36.79,44065.56,3507,0
8297,2024-10-14 05:18:45,5,0,0,246.04,Hotel Lobby,Visa,0,1,2,4,15.69,18189.8,1420,0
4541,2024-07-19 12:42:45,12,4,0,269.98,Gas Station,MasterCard,1,1,2,5,31.13,40046.05,1114,0
9135,2024-09-14 07:23:47,7,5,1,35.12,Remote Village,RuPay,0,1,2,7,32.66,37334.95,1091,0
6483,2024-09-01 22:52:09,22,6,1,226.45,Hospital,Visa,1,1,3,7,21.06,136.6,1998,0
5827,2024-08-22 17:54:25,17,3,0,99.53,University Campus,Amex,0,1,1,7,3.6,20204.73,2546,0
1191,2024-12-04 04:16:44,4,2,0,272.11,Hospital,Amex,0,1,1,6,11.24,10400.82,644,0
7445,2024-08-05 09:50:43,9,0,0,311.07,Suburban Branch,RuPay,0,1,1,6,39.86,42884.52,2402,0
8521,2024-09-21 18:45:33,18,5,1,190.84,Suburban Branch,MasterCard,0,1,1,8,19.01,28786.88,1133,0
961,2024-05-16 18:50:47,18,3,0,417.53,Hotel Lobby,MasterCard,0,1,1,8,21.42,8927.07,2466,0
7455,2024-03-27 18:23:06,18,2,0,449.74,Suburban Branch,Visa,1,1,2,1,34.63,15147.35,424,0
37,2024-05-16 08:55:08,8,3,0,327.91,Suburban Branch,Amex,0,1,1,2,43.85,13134.64,2408,0
7517,2024-01-03 11:19:51,11,2,0,276.5,Hospital,Amex,0,1,3,7,35.14,7187.76,1951,0
7645,2024-07-27 01:32:53,1,5,1,58.61,Shopping Mall,Visa,0,1,1,8,21.5,6358.26,557,0
4439,2024-11-26 13:57:00,13,1,0,489.38,Remote Village,RuPay,0,0,1,8,0.13,38952.05,549,0
6162,2024-02-24 11:51:22,11,5,1,443.37,Hospital,MasterCard,2,1,3,6,47.04,23183.92,1039,0
7745,2024-09-07 17:06:29,17,5,1,233.98,Hotel Lobby,MasterCard,1,1,2,7,27.18,8923.82,443,0
9588,2024-09-01 16:38:52,16,6,1,292.31,Hotel Lobby,Visa,2,1,13,29,1015.83,506.29,280,1
8120,2024-05-27 23:44:17,23,0,0,272.66,Downtown Branch,Amex,1,1,2,8,11.01,33716.79,2507,0
6968,2024-06-08 00:24:51,0,5,1,257.04,Suburban Branch,MasterCard,0,1,3,4,0.57,31353.77,1663,0
5719,2024-07-09 18:22:43,18,1,0,244.81,Shopping Mall,MasterCard,0,1,3,7,30.61,41984.24,3076,0
578,2024-05-21 21:21:31,21,1,0,276.62,Airport Terminal,MasterCard,1,1,2,4,8.83,2062.63,1603,0
9834,2024-09-11 10:00:33,10,2,0,298.46,Remote Village,Amex,3,0,3,25,2097.18,1754.13,76,1
4103,2024-12-15 23:07:02,23,6,1,374.83,Remote Village,Amex,0,0,2,6,47.62,27640.97,510,0
7647,2024-08-09 23:16:12,23,4,0,351.93,Downtown Branch,MasterCard,0,1,1,3,19.25,9163.32,3172,0
4152,2024-04-20 08:48:12,8,5,1,267.54,Hotel Lobby,Amex,0,1,2,2,18.08,42446.09,2195,0
3131,2024-11-23 05:07:13,5,5,1,124.23,Suburban Branch,Visa,0,1,2,2,47.07,44508.84,3178,0
4891,2024-02-09 08:34:14,8,4,0,273.93,Train Station,MasterCard,0,1,3,8,23.8,34932.05,1978,0
9976,2024-05-21 02:35:45,2,1,0,1236.38,Remote Village,MasterCard,2,0,10,26,1794.71,145.44,235,1
7472,2024-06-15 17:19:50,17,5,1,23.6,Hospital,RuPay,0,1,3,3,38.09,45659.52,183,0
1834,2024-04-18 05:16:28,5,3,0,457.29,Downtown Branch,Visa,0,1,3,6,40.76,40702.2,2229,0
9149,2024-04-04 01:35:35,1,3,0,66.57,Remote Village,MasterCard,0,1,2,6,37.65,49289.85,3072,0
4892,2024-09-04 09:00:24,9,2,0,70.68,Remote Village,Visa,0,1,2,6,30.48,24567.89,1724,0
2288,2024-03-26 11:08:28,11,1,0,333.81,Remote Village,RuPay,0,1,3,1,49.03,44206.78,963,0
1331,2024-11-09 02:34:37,2,5,1,385.79,Shopping Mall,Visa,0,1,1,4,38.94,43198.15,69,0
2772,2024-09-03 17:57:02,17,1,0,166.74,Hotel Lobby,RuPay,0,1,3,8,25.94,8323.07,3581,0
3687,2024-12-22 12:26:32,12,6,1,78.97,Shopping Mall,MasterCard,0,1,2,2,38.59,35664.96,749,0
8284,2024-05-10 11:00:40,11,4,0,398.09,Shopping Mall,Visa,0,1,3,3,24.47,24756.49,874,0
5929,2024-01-08 04:23:08,4,0,0,439.26,Train Station,Amex,1,1,3,7,14.99,18611.32,1121,0
638,2024-07-24 09:08:03,9,2,0,124.16,Gas Station,RuPay,0,1,3,1,48.68,5024.42,906,0
48,2024-10-24 09:54:03,9,3,0,393.28,University Campus,Visa,0,1,1,5,11.72,16858.79,2242,0
2603,2024-12-16 00:10:31,0,0,0,105.41,Airport Terminal,Amex,0,1,3,3,44.98,40096.71,539,0
1966,2024-03-28 04:20:29,4,3,0,120.75,Remote Village,Visa,0,1,2,7,31.46,21557.58,1428,0
2169,2024-09-20 05:33:41,5,4,0,74.67,Suburban Branch,MasterCard,1,1,1,2,18.98,42560.61,3644,0
5050,2024-09-30 18:31:58,18,0,0,111.53,Airport Terminal,Visa,1,1,3,7,40.4,1012.13,540,0
3335,2024-08-09 12:46:58,12,4,0,299.79,Suburban Branch,Amex,0,1,1,5,0.34,4296.13,3370,0
3020,2024-08-12 15:02:18,15,0,0,202.33,Hotel Lobby,MasterCard,0,1,1,2,33.81,43456.1,177,0
8765,2024-10-31 16:15:39,16,3,0,166.92,Gas Station,RuPay,0,1,1,6,4.4,44626.92,1233,0
9177,2024-07-01 08:57:54,8,0,0,211.63,Airport Terminal,MasterCard,0,1,3,1,4.44,12009.14,1269,0
1361,2024-09-06 06:11:02,6,4,0,399.07,Suburban Branch,Amex,0,1,1,8,7.95,38161.93,3588,0
5799,2024-07-02 15:14:43,15,1,0,266.29,Gas Station,Visa,0,1,2,7,38.91,18142.96,1635,0
9401,2024-12-21 14:12:49,14,5,1,404.87,Hospital,MasterCard,0,1,1,3,27.93,20335.16,257,0
3252,2024-07-24 03:18:18,3,2,0,162.63,Train Station,Amex,1,1,2,8,21.61,12498.45,3642,0
6301,2024-04-02 22:25:31,22,1,0,197.43,Shopping Mall,MasterCard,0,1,2,8,15.5,6525.84,312,0
2252,2024-08-30 07:12:55,7,4,0,261.64,Gas Station,MasterCard,0,1,1,8,39.55,14945.81,249,0
6028,2024-12-24 12:22:51,12,1,0,445.7,Remote Village,Visa,0,1,2,3,29.19,6867.73,2979,0
1176,2024-09-11 20:08:23,20,2,0,102.69,Hospital,MasterCard,1,1,2,7,20.51,31857.2,2564,0
8800,2024-09-27 22:15:15,22,4,0,271.62,Train Station,MasterCard,0,1,2,3,26.11,3559.46,213,0
3280,2024-02-25 21:55:45,21,6,1,238.25,Downtown Branch,Visa,0,1,2,7,27.49,2179.3,2401,0
2974,2024-10-07 09:56:05,9,0,0,469.1,University Campus,RuPay,2,1,1,6,48.13,21804.71,2878,0
3397,2024-02-17 22:50:38,22,5,1,55.06,Airport Terminal,RuPay,0,1,1,1,32.0,1485.62,77,0
6940,2024-01-19 10:20:58,10,4,0,199.43,Gas Station,RuPay,1,1,3,8,16.92,35117.78,177,0
966,2024-04-29 09:08:41,9,0,0,422.47,Hospital,Amex,0,1,1,7,1.63,1409.72,3267,0
8575,2024-12-14 15:36:38,15,5,1,410.23,Airport Terminal,Amex,0,1,3,2,20.64,29598.95,178,0
743,2024-11-18 05:16:35,5,0,0,358.7,Train Station,Visa,1,1,3,6,20.09,2344.68,3560,0
7515,2024-05-03 05:33:36,5,4,0,454.49,University Campus,MasterCard,0,1,3,4,49.84,4952.79,2267,0
3315,2024-05-25 01:28:27,1,5,1,421.52,Downtown Branch,Visa,0,1,2,8,36.24,39070.64,2334,0
4899,2024-08-26 09:44:02,9,0,0,166.36,Hospital,RuPay,0,1,1,3,37.18,18203.8,2354,0
9341,2024-12-13 06:01:02,6,4,0,154.86,Hospital,RuPay,0,1,3,2,6.82,17599.45,3329,0
4673,2024-08-14 02:38:08,2,2,0,253.55,Airport Terminal,Amex,0,1,3,6,44.88,39611.17,512,0
8619,2024-02-09 00:24:44,0,4,0,21.49,Airport Terminal,Visa,0,1,2,3,18.01,9315.0,1169,0
1218,2024-09-09 14:34:28,14,0,0,178.61,Remote Village,Visa,0,1,3,7,44.47,20133.16,1233,0
4398,2024-03-22 20:58:32,20,4,0,273.92,Airport Terminal,MasterCard,0,1,1,4,2.63,42150.1,1459,0
6081,2024-11-04 18:23:19,18,0,0,139.2,Train Station,MasterCard,0,1,1,7,37.43,34523.47,1654,0
2615,2024-10-18 05:37:02,5,4,0,240.65,Downtown Branch,Amex,0,0,1,8,19.46,21052.59,1976,0
2621,2024-01-28 05:44:53,5,6,1,48.77,Gas Station,RuPay,0,1,3,6,41.22,3982.05,2487,0
8715,2024-07-25 10:09:38,10,3,0,367.8,Remote Village,MasterCard,0,1,3,7,26.11,46421.7,540,0
7283,2024-07-07 02:30:19,2,6,1,331.18,Train Station,Visa,0,1,2,3,5.62,21744.13,2859,0
3380,2024-08-21 09:15:58,9,2,0,111.78,Shopping Mall,Amex,0,1,3,6,12.58,47163.45,963,0
7302,2024-05-26 16:05:53,16,6,1,140.54,Hotel Lobby,MasterCard,0,0,2,8,39.6,34514.63,1573,0
9858,2024-10-29 04:52:45,4,1,0,2771.51,Airport Terminal,RuPay,4,1,9,29,3760.24,1872.91,357,1
5606,2024-01-17 20:13:19,20,2,0,256.99,Remote Village,Visa,0,1,1,7,39.76,30328.6,1591,0
9814,2024-08-16 03:29:25,3,4,0,365.02,Gas Station,MasterCard,0,1,15,20,4299.12,1239.97,11,1
5787,2024-10-24 08:18:07,8,3,0,83.99,Shopping Mall,MasterCard,0,1,1,7,18.21,18819.8,2882,0
8519,2024-04-12 01:11:18,1,4,0,45.29,University Campus,Visa,0,1,3,3,22.07,31801.5,3242,0
6851,2024-06-26 00:11:59,0,2,0,128.98,Train Station,Visa,0,1,2,8,20.0,49278.14,383,0
1517,2024-12-25 17:04:21,17,2,0,424.18,University Campus,Amex,0,1,2,2,4.44,29185.67,2387,0
5099,2024-08-30 01:10:38,1,4,0,431.42,University Campus,MasterCard,1,1,2,3,48.22,17663.4,2037,0
7637,2024-10-14 23:44:51,23,0,0,176.21,Hospital,RuPay,0,1,2,2,48.7,13000.46,2781,0
9086,2024-12-20 00:20:20,0,4,0,403.01,University Campus,Visa,0,1,3,5,40.36,42602.12,1598,0
8024,2024-03-14 13:51:49,13,3,0,436.06,Downtown Branch,Visa,0,1,2,3,8.49,28728.25,1400,0
2393,2024-11-06 15:18:17,15,2,0,237.98,Shopping Mall,MasterCard,0,1,1,2,32.08,33739.32,2529,0
587,2024-10-29 00:19:54,0,1,0,95.72,Airport Terminal,RuPay,1,1,1,2,35.34,29727.15,1192,0
3520,2024-02-17 02:38:44,2,5,1,209.62,Gas Station,MasterCard,0,1,3,2,40.23,32305.53,3265,0
7654,2024-02-26 12:46:44,12,0,0,388.42,Gas Station,Amex,1,1,1,6,17.99,22954.21,262,0
8947,2024-09-11 11:28:57,11,2,0,442.23,Gas Station,MasterCard,0,1,3,2,47.69,28120.74,2062,0
851,2024-09-07 02:23:22,2,5,1,184.75,Hospital,Amex,1,1,3,7,40.42,11255.19,503,0
336,2024-07-18 08:07:40,8,3,0,29.63,Downtown Branch,Amex,0,1,1,3,30.06,522.34,1063,0
6635,2024-12-25 23:13:16,23,2,0,247.64,Hospital,Visa,0,1,3,2,11.37,30178.69,1070,0
8973,2024-01-08 13:48:07,13,0,0,352.64,Downtown Branch,Amex,0,1,2,2,13.16,43461.24,2594,0
7494,2024-02-17 16:09:16,16,5,1,442.95,Shopping Mall,Visa,0,1,2,7,48.87,3048.12,3278,0
2869,2024-12-19 23:52:57,23,3,0,68.82,Remote Village,MasterCard,0,1,3,5,30.25,31268.42,1344,0
4873,2024-08-16 08:55:55,8,4,0,25.7,Hotel Lobby,Amex,0,1,1,5,36.2,8617.91,207,0
3551,2024-10-21 12:38:10,12,0,0,403.3,Shopping Mall,Amex,0,1,3,1,12.58,49260.28,972,0
3843,2024-07-05 05:22:22,5,4,0,297.04,Shopping Mall,Visa,1,1,3,7,45.99,8596.4,498,0
7263,2024-04-03 21:24:48,21,2,0,144.95,Airport Terminal,Amex,0,1,2,8,32.58,41665.37,3156,0
5825,2024-02-24 21:32:57,21,5,1,391.44,Remote Village,RuPay,0,1,3,7,42.58,36153.34,2973,0
24,2024-10-17 11:38:15,11,3,0,170.53,Train Station,MasterCard,0,1,3,3,2.84,25440.64,3517,0
1454,2024-08-03 13:06:22,13,5,1,127.34,University Campus,RuPay,0,1,1,2,34.87,25341.6,1720,0
1685,2024-12-13 06:12:31,6,4,0,144.82,Shopping Mall,RuPay,0,1,2,6,26.1,36898.53,984,0
2311,2024-01-10 07:22:45,7,2,0,474.43,Gas Station,Visa,1,1,2,8,35.45,19499.93,3008,0
9064,2024-03-03 06:53:11,6,6,1,319.53,Airport Terminal,MasterCard,0,1,2,2,27.91,12215.55,2290,0
9407,2024-08-01 08:34:57,8,3,0,475.48,University Campus,Amex,0,1,2,2,43.73,10440.49,2606,0
382,2024-02-09 19:10:58,19,4,0,315.73,Suburban Branch,Amex,0,1,3,7,11.88,39236.93,3301,0
5815,2024-03-30 21:30:08,21,5,1,27.1,Hotel Lobby,RuPay,0,1,3,5,31.71,39452.43,72,0
5551,2024-05-25 11:20:44,11,5,1,310.99,Shopping Mall,RuPay,0,1,1,1,27.06,41213.83,1367,0
9309,2024-12-23 17:40:53,17,0,0,342.21,Downtown Branch,MasterCard,0,1,2,2,34.77,36039.64,2368,0
1619,2024-04-02 11:42:28,11,1,0,403.43,Hotel Lobby,Visa,0,1,3,5,47.64,7569.36,3570,0
790,2024-11-23 05:37:58,5,5,1,260.85,Airport Terminal,MasterCard,0,1,1,2,5.93,18075.82,2266,0
5984,2024-09-07 04:42:08,4,5,1,436.15,Remote Village,Amex,1,1,2,8,12.93,47674.63,2184,0
8673,2024-09-04 20:30:34,20,2,0,224.5,Suburban Branch,Visa,0,1,3,1,29.71,25390.35,2487,0
4476,2024-11-10 22:11:51,22,6,1,197.49,Shopping Mall,MasterCard,0,1,2,8,3.88,5171.05,1599,0
